,Dataset,Affect,MSE,R^2,MAE,STD
0,Train,Arousal,0.0438262057776551,0.9593037885189504,0.10057215605335826,0.18360677330761535
1,Train,Valence,0.04370922857718477,0.9752292460102101,0.08948472461625406,0.18894896834208424
2,Test,Arousal,1.6767743677053468,-0.22533570343759335,1.0811562323396562,0.7126538914357139
3,Test,Valence,1.3853011933516728,-0.1200285908479044,0.9071895895523143,0.749872150409372
4,Test,Total,1.531037780528513,-0.172682147142746,0.9941729109459867,0.7366532452040756
